tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,propietario_id
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,3004,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,DK,740T48TLA17,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,3004,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,DK,740T48TLA17,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,3004,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,DK,740T48TLA17,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,3004,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,DK,740T48TLA17,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,3004,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,DK,740T48TLA17,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,1162,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,EE,600S44TLA05,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-21,2024-02-21,1183,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CN,600S44TLA15,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1222,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FB,460S36TLA14,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,1173,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,988.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1222,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FB,460S36TLA14,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,1224,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FF,170E28TLM21,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,1180,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,1204,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,1311,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,1274,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,1274,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-21,2024-02-21,1232,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,2.0,Público,
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,1276,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,BV,490S44T AT,1.0,Privado,9614.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1288,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FE,170E30TLA22,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,1266,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,BV,490S44T AT,1.0,Privado,4848.0
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,2023,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FF,170E28TLM21,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2016,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,2023,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FF,170E28TLM21,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,2008,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,EE,600S44TLA05,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,2030,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,2022,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2012,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,DK,740T48TLA17,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,2042,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2048,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2043,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CH,450C33T MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2043,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CH,450C33T MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2043,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FE,170E30TLA22,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2043,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CN,600S44TLA15,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2043,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CH,450C33T MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,2039,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FB,460S36TLA14,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2039,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FF,170E28TLM21,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2047,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2047,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2039,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,BV,490S44T AT,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2043,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CH,450C33T MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,2044,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CN,600S44TLA15,1.0,Privado,1555.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2048,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,2048,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,2053,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1090,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1091,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,10877.0
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,1082,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FE,170E30TLA22,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-21,2024-02-21,1004,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,1024,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CH,450C33T MLL,1.0,Privado,2293.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,1047,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,12278.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,1023,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FD,530S36TLA85A,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,1080,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,1080,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-07,2024-02-07,1153,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,EE,600S44TLA05,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-21,2024-02-21,1106,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,9038.0
INSCRIPCION INICIAL NACIONAL,2024-02-07,2024-02-07,1153,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,EE,600S44TLA05,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,1158,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,GM,958 ATEGO 1729 S 36 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1126,Nacional,2024.0,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FM,AT530S36TYPA85,1.0,Privado,6997.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,17006,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,7844.0
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,17010,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,15011,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,16005,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,CG,200S44N AT,1.0,Privado,9351.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,21006,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-19,2024-02-19,21001,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,CJ,180C33 MLL,1.0,Privado,11388.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,19005,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,21027,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,21006,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-14,2024-02-14,18003,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,EM,L2C3F7D8-TRAKKER,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,21012,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,CJ,180C33 MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,21006,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,21069,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,BS,170E28 MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,21069,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,BS,170E28 MLL,1.0,Privado,8968.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,21066,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,21051,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,11155.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,23005,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,23006,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,13406.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,23008,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,3002,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,4030,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,FA,200S36NLA43,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-14,2024-02-14,4007,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,3160.0
INSCRIPCION INICIAL NACIONAL,2024-02-19,2024-02-19,3007,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,CG,200S44N AT,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,4018,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,BS,170E28 MLL,1.0,Privado,5700.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,4036,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,4023,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,4073,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,4936.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,4062,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,6004,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,8029,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-21,2024-02-21,13021,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,6173.0
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,10003,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,BS,170E28 MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,13030,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,13020,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,BS,170E28 MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,10007,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,8268.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2087,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-21,2024-02-21,2074,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,2066,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,2086,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,2064,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,1210,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,ET,240E28NLM73,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,1202,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,DY,170E30NLA31,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1277,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,DS,240E28NLM63,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,1305,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1312,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,FA,200S36NLA43,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2039,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,ET,240E28NLM73,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,1080,Nacional,2023.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,BS,170E28 MLL,1.0,Privado,9586.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1099,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,CJ,180C33 MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-07,2024-02-07,1063,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-05,2024-02-05,1015,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,CG,200S44N AT,1.0,Privado,13008.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1068,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1029,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,7384.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,1070,Nacional,2023.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,BS,170E28 MLL,1.0,Privado,8215.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1068,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1003,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-07,2024-02-07,1035,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1099,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,CJ,180C33 MLL,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-14,2024-02-14,1023,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,DY,170E30NLA31,1.0,Privado,3276.0
INSCRIPCION INICIAL NACIONAL,2024-02-05,2024-02-05,1057,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,DY,170E30NLA31,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,1093,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,10952.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1026,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,2432.0
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,1153,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,67,IVECO,DN,240E28NLM54,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,1102,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,14.0
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,1102,Nacional,2024.0,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,GN,958 ATEGO 1729 42 CD TE,1.0,Privado,14.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,15010,Importado,2024.0,92,TRACTOR C/CABINA DORMITORIO,137,VOLVO,802,FH 500 6X2T,1.0,Privado,8465.0
INSCRIPCION INICIAL IMPORTADO,2024-02-22,2024-02-22,15005,Protocolo 21,2023.0,92,TRACTOR C/CABINA DORMITORIO,136,VOLKSWAGEN,671,CONSTELLATION 25.360,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-22,2024-02-22,15005,Protocolo 21,2024.0,92,TRACTOR C/CABINA DORMITORIO,136,VOLKSWAGEN,767,METEOR 28.460,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,17006,Protocolo 21,2024.0,92,TRACTOR C/CABINA DORMITORIO,120,SCANIA,650,R500 A6X2,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-02,2024-02-02,15015,Protocolo 21,2024.0,92,TRACTOR C/CABINA DORMITORIO,092,MERCEDES BENZ,D32,AXOR 2544 LS,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,17002,Protocolo 21,2023.0,92,TRACTOR C/CABINA DORMITORIO,136,VOLKSWAGEN,566,17.280 LR,1.0,Privado,5397.0
INSCRIPCION INICIAL IMPORTADO,2024-02-19,2024-02-19,17002,Protocolo 21,2024.0,92,TRACTOR C/CABINA DORMITORIO,120,SCANIA,475,R410 A6X2,1.0,Privado,5400.0
INSCRIPCION INICIAL IMPORTADO,2024-02-20,2024-02-20,15011,Protocolo 21,2023.0,92,TRACTOR C/CABINA DORMITORIO,092,MERCEDES BENZ,D84,ACTROS 2548 LS,1.0,Privado,
