tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,propietario_id
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,1266,Nacional,2024.0,17,SEDAN 5 PUERTAS,08,CHEVROLET,FG,CRUZE 5P 1.4T LT AT,1.0,Privado,4840.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1293,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,3487.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,1288,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5N,SANDERO INTENS 1.6,1.0,Privado,8172.0
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,1266,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,11978.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1237,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,12822.0
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,1266,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TH,208 ACTIVE PK AT AM24,1.0,Privado,11976.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1246,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TD,208 ACTIVE PK AM24,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-20,2024-02-20,1265,Protocolo 21,2024.0,17,CHASIS C/CABINA,092,MERCEDES BENZ,B84,ATEGO 1729 RECOLECTOR,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,1237,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TD,208 ACTIVE PK AM24,1.0,Privado,685.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,1278,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5N,SANDERO INTENS 1.6,1.0,Privado,13455.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1246,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,11947.0
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,1237,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,690.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1265,Nacional,2024.0,17,SEDAN 5 PUERTAS,08,CHEVROLET,FH,CRUZE 5P 1.4T RS AT,1.0,Privado,13156.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1278,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,13474.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1278,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,13465.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,1304,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,5554.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,1236,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,13000.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,1237,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Y,STEPWAY INTENS 1.6 CVT,1.0,Privado,5165.0
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,1257,Nacional,2024.0,17,SEDAN 5 PUERTAS,08,CHEVROLET,FG,CRUZE 5P 1.4T LT AT,1.0,Privado,4201.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1280,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,5192.0
INSCRIPCION INICIAL NACIONAL,2024-02-21,2024-02-21,1280,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,5194.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,1297,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TD,208 ACTIVE PK AM24,1.0,Privado,8764.0
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,1299,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TD,208 ACTIVE PK AM24,1.0,Privado,6944.0
INSCRIPCION INICIAL NACIONAL,2024-02-14,2024-02-14,1280,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,4324.0
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,1295,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TM,208 ROADTRIP AM24,1.0,Privado,12119.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,1264,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,4665.0
INSCRIPCION INICIAL NACIONAL,2024-02-19,2024-02-19,1247,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,4607.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,1294,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,12788.0
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,1287,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,5318.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1253,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,11954.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,1263,Protocolo 21,2024.0,17,CHASIS C/CABINA,047,FORD,D28,TRANSIT CH 2.0L 470E,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-05,2024-02-05,2003,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,1424.0
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,2002,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,1306,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,3487.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2002,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,1652.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2002,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,1492.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2002,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,1498.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2003,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Y,STEPWAY INTENS 1.6 CVT,1.0,Privado,1483.0
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,2029,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,2019,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,1651.0
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,2019,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1615.0
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,2019,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TH,208 ACTIVE PK AT AM24,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,2019,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TH,208 ACTIVE PK AT AM24,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,2004,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TN,208 ROADTRIP AT AM24,1.0,Privado,1412.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,2018,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,1431.0
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,2004,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,1573.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1305,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,3G,KANGOO II STEPWAY 1.6 SCE,1.0,Privado,13212.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,2003,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,1441.0
INSCRIPCION INICIAL NACIONAL,2024-02-05,2024-02-05,1316,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,5434.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1310,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,3930.0
INSCRIPCION INICIAL NACIONAL,2024-02-21,2024-02-21,1310,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,3931.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1311,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Y,STEPWAY INTENS 1.6 CVT,1.0,Privado,13276.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,1309,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Y,STEPWAY INTENS 1.6 CVT,1.0,Privado,7075.0
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,2029,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,1693.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,1309,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,7074.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,1312,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,521.0
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,1312,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TH,208 ACTIVE PK AT AM24,1.0,Privado,561.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2005,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Z,SANDERO INTENS 1.6 CVT,1.0,Privado,1457.0
INSCRIPCION INICIAL NACIONAL,2024-02-07,2024-02-07,1309,Nacional,2024.0,17,SEDAN 5 PUERTAS,08,CHEVROLET,FG,CRUZE 5P 1.4T LT AT,1.0,Privado,7076.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,1308,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,6338.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,1308,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,7269.0
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,1318,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,11634.0
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,1308,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TN,208 ROADTRIP AT AM24,1.0,Privado,8484.0
INSCRIPCION INICIAL NACIONAL,2024-02-07,2024-02-07,2002,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5N,SANDERO INTENS 1.6,1.0,Privado,1462.0
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,1307,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,9163.0
INSCRIPCION INICIAL NACIONAL,2024-02-19,2024-02-19,1307,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,7355.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1317,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1189.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,1318,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,3G,KANGOO II STEPWAY 1.6 SCE,1.0,Privado,5509.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,1310,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,7196.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,1318,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,11633.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,1314,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,5471.0
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,1318,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,3735.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,1306,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,3479.0
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,1319,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,4780.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,1306,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,13447.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,1306,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,13129.0
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,1308,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,6341.0
INSCRIPCION INICIAL IMPORTADO,2024-02-16,2024-02-16,2007,Protocolo 21,2024.0,17,CHASIS C/CABINA,092,MERCEDES BENZ,B74,AXOR 3131B,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1542.0
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,1501.0
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,1693.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,2008,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1398.0
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1441.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2008,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,1436.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Z,SANDERO INTENS 1.6 CVT,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Z,SANDERO INTENS 1.6 CVT,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,2008,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,1468.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2006,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TD,208 ACTIVE PK AM24,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-14,2024-02-14,2008,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,1702.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2009,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5N,SANDERO INTENS 1.6,1.0,Privado,1458.0
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,2029,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TF,208 ALLURE PK AM24,1.0,Privado,1669.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,SH,PARTNER PATAGONICA VTC PLUS 1.6 115 AM22.5,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,2007,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,3G,KANGOO II STEPWAY 1.6 SCE,1.0,Privado,1545.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,2007,Nacional,2024.0,17,SEDAN 5 PUERTAS,08,CHEVROLET,FH,CRUZE 5P 1.4T RS AT,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2007,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,1636.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2007,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Y,STEPWAY INTENS 1.6 CVT,1.0,Privado,1459.0
INSCRIPCION INICIAL NACIONAL,2024-02-29,2024-02-29,2006,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1598.0
INSCRIPCION INICIAL NACIONAL,2024-02-05,2024-02-05,2017,Nacional,2024.0,17,SEDAN 5 PUERTAS,08,CHEVROLET,FD,CRUZE 5P 1.4 TURBO PREMIER AT,1.0,Privado,1364.0
INSCRIPCION INICIAL IMPORTADO,2024-02-15,2024-02-15,2029,Protocolo 21,2024.0,17,CHASIS C/CABINA,092,MERCEDES BENZ,B74,AXOR 3131B,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,2014,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,1581.0
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,2012,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1408.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2011,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,2012,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1698.0
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,2011,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,1444.0
INSCRIPCION INICIAL NACIONAL,2024-02-06,2024-02-06,2013,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,1630.0
INSCRIPCION INICIAL NACIONAL,2024-02-08,2024-02-08,2013,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,1575.0
INSCRIPCION INICIAL NACIONAL,2024-02-19,2024-02-19,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TH,208 ACTIVE PK AT AM24,1.0,Privado,1489.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2013,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1.0,Privado,1610.0
INSCRIPCION INICIAL NACIONAL,2024-02-05,2024-02-05,2010,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,1411.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2010,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Y,STEPWAY INTENS 1.6 CVT,1.0,Privado,1501.0
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,2015,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,2013,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,3G,KANGOO II STEPWAY 1.6 SCE,1.0,Privado,1394.0
INSCRIPCION INICIAL NACIONAL,2024-02-05,2024-02-05,2009,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,1567.0
INSCRIPCION INICIAL NACIONAL,2024-02-15,2024-02-15,2014,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5Y,STEPWAY INTENS 1.6 CVT,1.0,Privado,1426.0
INSCRIPCION INICIAL NACIONAL,2024-02-16,2024-02-16,2014,Nacional,2024.0,17,SEDAN 5 PUERTAS,08,CHEVROLET,FG,CRUZE 5P 1.4T LT AT,1.0,Privado,1648.0
INSCRIPCION INICIAL NACIONAL,2024-02-20,2024-02-20,2009,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1.0,Privado,1413.0
INSCRIPCION INICIAL NACIONAL,2024-02-26,2024-02-26,2014,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TD,208 ACTIVE PK AM24,1.0,Privado,1378.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2014,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,UC,208 STYLE AT AM24.5,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,2014,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1635.0
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2014,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5N,SANDERO INTENS 1.6,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-22,2024-02-22,2014,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,1393.0
INSCRIPCION INICIAL NACIONAL,2024-02-23,2024-02-23,2029,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-28,2024-02-28,2006,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,2013,Nacional,2024.0,17,SEDAN 5 PUERTAS,37,RENAULT,5R,STEPWAY INTENS 1.6,1.0,Privado,1619.0
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,2031,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,1642.0
INSCRIPCION INICIAL NACIONAL,2024-02-02,2024-02-02,2006,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TS,208 ACTIVE PK AT AM24.5,1.0,Privado,1492.0
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,2006,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1517.0
INSCRIPCION INICIAL NACIONAL,2024-02-01,2024-02-01,2006,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TL,208 FELINE AT AM24,1.0,Privado,1364.0
INSCRIPCION INICIAL NACIONAL,2024-02-09,2024-02-09,2006,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,1652.0
INSCRIPCION INICIAL NACIONAL,2024-02-27,2024-02-27,2016,Nacional,2024.0,17,SEDAN 5 PUERTAS,34,PEUGEOT,TX,208 ACTIVE PK AM24.5,1.0,Privado,1462.0
